Wavelength,ScaleFactor,Intensity,HalogenIntensity
600.42,15.670252746,168.07570857,10.7257816
600.96,15.6687070278,168.477784851,10.7525008
601.5,15.6446997985,168.637660962,10.77922
602.04,15.6622530985,169.245354717,10.8059392
602.58,15.6500859907,169.532035468,10.8326584
603.12,15.6268531892,169.697899482,10.8593776
603.66,15.6056347679,169.884450709,10.8860968
604.2,15.5956153052,170.192080232,10.912816
604.74,15.5821474283,170.461450283,10.9395352
605.28,15.5776089909,170.828023138,10.9662544
605.82,15.5485159728,170.924425609,10.9929736
606.36,15.5469608066,171.322732062,11.0196928
606.89,15.5097964369,171.319927231,11.0459172
607.43,15.5022323013,171.65058166,11.0726364
607.97,15.492455686,171.956274776,11.0993556
608.51,15.4830624922,172.265711421,11.1260748
609.05,15.4567105723,172.38550893,11.152794
609.59,15.4301953106,172.502072154,11.1795132
610.13,15.407930966,172.664855208,11.2062324
610.67,15.3931589898,172.910609904,11.2329516
611.21,15.3637028613,172.990236487,11.2596708
611.75,15.3422654623,173.158791491,11.28639
612.28,15.3525228817,173.677171428,11.3126144
612.82,15.3260150141,173.786797004,11.3393336
613.36,15.3143952998,174.064225577,11.3660528
613.9,15.3024228555,174.33701464,11.392772
614.44,15.2628991752,174.294542818,11.4194912
614.98,15.2589835933,174.657536699,11.4462104
615.51,15.2183850962,174.591930778,11.4724348
616.05,15.2005978023,174.794015021,11.499154
616.59,15.1754702552,174.910545912,11.5258732
617.13,15.1633922848,175.176490467,11.5525924
617.67,15.1343866922,175.245779383,11.5793116
618.2,15.1205277911,175.481829619,11.605536
618.74,15.1045823429,175.700356502,11.6322552
619.28,15.084456863,175.869296404,11.6589744
619.82,15.0753245345,176.165623431,11.6856936
620.35,15.0675640129,176.470074179,11.711918
620.89,15.0412760748,176.564082867,11.7386372
621.43,15.0188987347,176.70269635,11.7653564
621.97,15.0237783805,177.161530461,11.7920756
622.5,14.9974033714,177.243812264,11.8183
623.04,14.9899703852,177.55648702,11.8450192
623.58,14.9754963397,177.785174956,11.8717384
624.11,14.9732415355,178.151070785,11.8979628
624.65,14.9675881273,178.483728726,11.924682
625.19,14.9392580078,178.534393475,11.9506868
625.72,14.9435024227,178.947222122,11.9749184
626.26,14.920173319,179.036219183,11.9996072
626.8,14.9209580197,179.414015832,12.024296
627.33,14.9221447695,179.789873107,12.0485276
627.87,14.9174573312,180.101690498,12.0732164
628.41,14.9259735298,180.573012781,12.0979052
628.94,14.9313972973,181.000440653,12.1221368
629.48,14.9406345724,181.481282504,12.1468256
630.01,14.923417729,181.633770799,12.1710572
630.55,14.9227730715,181.994349995,12.195746
631.09,14.9274100211,182.419440896,12.2204348
631.62,14.9327338453,182.846344376,12.2446664
632.16,14.9390410598,183.29240111,12.2693552
632.69,14.9290937449,183.532109798,12.2935868
633.23,14.9169088284,183.750594048,12.3182756
633.76,14.9073351969,183.993892,12.3425072
634.3,14.9120230961,184.419912385,12.367196
634.83,14.9203210893,184.884078547,12.3914276
635.37,14.9279878323,185.347634544,12.4161164
635.9,14.9254640697,185.677967088,12.440348
636.44,14.9438489187,186.275626705,12.4650368
636.97,14.9545560942,186.771464863,12.4892684
637.51,14.9659072089,187.282722271,12.5139572
638.04,14.9824870273,187.853251041,12.5381888
638.58,14.9792083921,188.181961575,12.5628776
639.11,15.0013582271,188.823734153,12.5871092
639.65,14.9838429051,188.973199983,12.611798
640.18,15.0048693722,189.601973531,12.6360296
640.72,15.0104365162,190.042909793,12.6607184
641.25,15.0205233416,190.534587562,12.68495
641.78,15.0298138613,191.016633777,12.7091816
642.32,15.0543062419,191.699584647,12.7338704
642.85,15.0414263122,191.900051116,12.758102
643.39,15.0402365283,192.256197123,12.7827908
643.92,15.0271507232,192.45305592,12.8070224
